aircraftId|airlineId|airlineCode|aircraftModel|aircraftStatus
AY0056|AL0069|AY|Airbus A321|INACTIVE
AY0057|AL0069|AY|Airbus A300|ACTIVE
AY0058|AL0069|AY|Boeing 707|ACTIVE
AY0059|AL0069|AY|Airbus A340|INACTIVE
AY0060|AL0069|AY|Boeing 737|ACTIVE
AY0061|AL0069|AY|Boeing 737|ACTIVE
AY0062|AL0069|AY|Airbus A319|ACTIVE
AY0063|AL0069|AY|Airbus A330|ACTIVE
AY0064|AL0069|AY|Boeing 747|INACTIVE
AY0065|AL0069|AY|Airbus A340|ACTIVE
AY0066|AL0069|AY|Airbus A321|ACTIVE
AY0067|AL0069|AY|Boeing 757|ACTIVE
AY0068|AL0069|AY|Airbus A320|ACTIVE
AY0069|AL0069|AY|Boeing 717|ACTIVE
AY0070|AL0069|AY|Airbus A300|INACTIVE
AY0071|AL0069|AY|Boeing 707|ACTIVE
AY0072|AL0069|AY|Boeing 777|ACTIVE
AY0073|AL0069|AY|Airbus A321|INACTIVE
AY0074|AL0069|AY|Airbus A321|ACTIVE
AY0075|AL0069|AY|Boeing 767|ACTIVE
AY0076|AL0069|AY|Boeing 707|ACTIVE
AY0077|AL0069|AY|Boeing 727|ACTIVE
AY0078|AL0069|AY|Airbus A380|ACTIVE
AY0079|AL0069|AY|Airbus A310|ACTIVE
AY0080|AL0069|AY|Boeing 737|INACTIVE
AY0081|AL0069|AY|Boeing 737|ACTIVE
AY0082|AL0069|AY|Airbus A330|INACTIVE
AY0083|AL0069|AY|Boeing 757|ACTIVE
AY0084|AL0069|AY|Boeing 757|ACTIVE
AY0085|AL0069|AY|Boeing 787|INACTIVE
AY0086|AL0069|AY|Airbus A319|INACTIVE
AY0087|AL0069|AY|Airbus A318|ACTIVE
AY0088|AL0069|AY|Airbus A318|INACTIVE
AY0089|AL0069|AY|Airbus A310|INACTIVE
AY0090|AL0069|AY|Boeing 767|ACTIVE
AY0091|AL0069|AY|Airbus A318|INACTIVE
AY0092|AL0069|AY|Boeing 707|INACTIVE
AY0093|AL0069|AY|Boeing 787|ACTIVE
AY0094|AL0069|AY|Boeing 757|ACTIVE
AY0095|AL0069|AY|Boeing 717|ACTIVE
AY0096|AL0069|AY|Airbus A300|ACTIVE
AY0097|AL0069|AY|Airbus A380|INACTIVE
AY0098|AL0069|AY|Airbus A321|ACTIVE
AY0099|AL0069|AY|Airbus A320|ACTIVE
AY0100|AL0069|AY|Boeing 757|ACTIVE
AY0101|AL0069|AY|Boeing 727|INACTIVE
AY0102|AL0069|AY|Airbus A321|ACTIVE
AY0103|AL0069|AY|Airbus A310|INACTIVE
AY0104|AL0069|AY|Boeing 747|INACTIVE
AY0105|AL0069|AY|Airbus A319|ACTIVE
AY0106|AL0069|AY|Airbus A380|ACTIVE
AY0107|AL0069|AY|Airbus A350 XWB|INACTIVE
AY0108|AL0069|AY|Boeing 757|ACTIVE
AY0109|AL0069|AY|Boeing 757|INACTIVE
AY0110|AL0069|AY|Airbus A319|ACTIVE
AY0111|AL0069|AY|Airbus A319|ACTIVE
AY0112|AL0069|AY|Airbus A350 XWB|ACTIVE
AY0113|AL0069|AY|Boeing 777|ACTIVE
AY0114|AL0069|AY|Boeing 787|ACTIVE
AY0115|AL0069|AY|Boeing 727|INACTIVE
AY0116|AL0069|AY|Boeing 727|ACTIVE
AY0117|AL0069|AY|Airbus A350 XWB|ACTIVE
AY0118|AL0069|AY|Boeing 707|ACTIVE
AY0119|AL0069|AY|Boeing 767|INACTIVE
AY0120|AL0069|AY|Boeing 747|ACTIVE
AY0121|AL0069|AY|Boeing 727|INACTIVE
AY0122|AL0069|AY|Airbus A321|INACTIVE
AY0123|AL0069|AY|Boeing 767|ACTIVE
AY0124|AL0069|AY|Boeing 727|ACTIVE
AY0125|AL0069|AY|Airbus A321|ACTIVE
AY0126|AL0069|AY|Boeing 737|ACTIVE
AY0127|AL0069|AY|Boeing 727|INACTIVE
AY0128|AL0069|AY|Airbus A321|ACTIVE
AY0129|AL0069|AY|Boeing 727|ACTIVE
AY0130|AL0069|AY|Boeing 787|ACTIVE
AY0131|AL0069|AY|Boeing 717|INACTIVE
AY0132|AL0069|AY|Boeing 787|ACTIVE
AY0133|AL0069|AY|Boeing 727|ACTIVE
AY0134|AL0069|AY|Boeing 757|ACTIVE
AY0135|AL0069|AY|Boeing 727|ACTIVE
AY0136|AL0069|AY|Boeing 707|INACTIVE
AY0137|AL0069|AY|Boeing 747|ACTIVE
AY0138|AL0069|AY|Airbus A320|ACTIVE
AY0139|AL0069|AY|Boeing 757|ACTIVE
AY0140|AL0069|AY|Airbus A321|ACTIVE
AY0141|AL0069|AY|Airbus A330|ACTIVE
AY0142|AL0069|AY|Airbus A300|INACTIVE
AY0143|AL0069|AY|Boeing 777|INACTIVE
AY0144|AL0069|AY|Airbus A320|ACTIVE
AY0145|AL0069|AY|Airbus A350 XWB|INACTIVE
AY0146|AL0069|AY|Airbus A330|ACTIVE
AY0147|AL0069|AY|Airbus A320|ACTIVE
AY0148|AL0069|AY|Boeing 717|ACTIVE
AY0149|AL0069|AY|Airbus A320|INACTIVE
AY0150|AL0069|AY|Airbus A350 XWB|ACTIVE
AY0151|AL0069|AY|Airbus A310|ACTIVE
AY0152|AL0069|AY|Boeing 747|ACTIVE
AY0153|AL0069|AY|Boeing 757|ACTIVE
AY0154|AL0069|AY|Boeing 717|INACTIVE
AY0155|AL0069|AY|Airbus A320|INACTIVE
AY0156|AL0069|AY|Boeing 737|ACTIVE
AY0157|AL0069|AY|Boeing 737|ACTIVE
AY0158|AL0069|AY|Airbus A319|ACTIVE
AY0159|AL0069|AY|Boeing 767|ACTIVE
AY0160|AL0069|AY|Airbus A300|ACTIVE
AY0161|AL0069|AY|Airbus A340|ACTIVE
AY0162|AL0069|AY|Boeing 707|ACTIVE
AY0163|AL0069|AY|Boeing 737|INACTIVE
AY0164|AL0069|AY|Airbus A300|INACTIVE
AY0165|AL0069|AY|Airbus A380|ACTIVE
AY0166|AL0069|AY|Airbus A300|ACTIVE
AY0167|AL0069|AY|Airbus A330|INACTIVE
AY0168|AL0069|AY|Boeing 777|ACTIVE
AY0169|AL0069|AY|Boeing 777|ACTIVE
AY0170|AL0069|AY|Airbus A319|ACTIVE
AY0171|AL0069|AY|Boeing 707|ACTIVE
AY0172|AL0069|AY|Airbus A319|INACTIVE
AY0173|AL0069|AY|Airbus A380|ACTIVE
AY0174|AL0069|AY|Airbus A318|ACTIVE
AY0175|AL0069|AY|Boeing 767|INACTIVE
AY0176|AL0069|AY|Boeing 717|INACTIVE
AY0177|AL0069|AY|Airbus A330|ACTIVE
AY0178|AL0069|AY|Boeing 707|ACTIVE
AY0179|AL0069|AY|Airbus A340|INACTIVE
AY0180|AL0069|AY|Airbus A318|ACTIVE
AY0181|AL0069|AY|Airbus A300|INACTIVE
AY0182|AL0069|AY|Airbus A320|INACTIVE
AY0183|AL0069|AY|Airbus A340|ACTIVE
AY0184|AL0069|AY|Boeing 767|INACTIVE
AY0185|AL0069|AY|Boeing 767|INACTIVE
AY0186|AL0069|AY|Airbus A321|ACTIVE
AY0187|AL0069|AY|Airbus A350 XWB|ACTIVE
AY0188|AL0069|AY|Boeing 767|ACTIVE
AY0189|AL0069|AY|Airbus A318|ACTIVE
AY0190|AL0069|AY|Airbus A310|ACTIVE
AY0191|AL0069|AY|Airbus A319|ACTIVE
AY0192|AL0069|AY|Boeing 737|ACTIVE
AY0193|AL0069|AY|Boeing 727|ACTIVE
AY0194|AL0069|AY|Airbus A350 XWB|ACTIVE
AY0195|AL0069|AY|Boeing 757|ACTIVE
AY0196|AL0069|AY|Airbus A310|ACTIVE
AY0197|AL0069|AY|Boeing 737|ACTIVE
AY0198|AL0069|AY|Airbus A330|ACTIVE
AY0199|AL0069|AY|Airbus A310|INACTIVE
AY0200|AL0069|AY|Boeing 787|ACTIVE
AY0201|AL0069|AY|Airbus A321|ACTIVE
AY0202|AL0069|AY|Airbus A300|INACTIVE
AY0203|AL0069|AY|Boeing 707|INACTIVE
AY0204|AL0069|AY|Airbus A320|ACTIVE
AY0205|AL0069|AY|Boeing 727|INACTIVE
AY0206|AL0069|AY|Boeing 767|INACTIVE
AY0207|AL0069|AY|Boeing 747|ACTIVE
AY0208|AL0069|AY|Airbus A319|ACTIVE
AY0209|AL0069|AY|Airbus A300|INACTIVE
AY0210|AL0069|AY|Airbus A340|ACTIVE
AY0211|AL0069|AY|Airbus A330|ACTIVE
AY0212|AL0069|AY|Boeing 727|INACTIVE
AY0213|AL0069|AY|Airbus A340|ACTIVE
AY0214|AL0069|AY|Boeing 757|ACTIVE
AY0215|AL0069|AY|Boeing 757|INACTIVE
AY0216|AL0069|AY|Boeing 777|ACTIVE
AY0217|AL0069|AY|Airbus A319|ACTIVE
AY0218|AL0069|AY|Airbus A321|ACTIVE
AY0219|AL0069|AY|Boeing 717|ACTIVE
AY0220|AL0069|AY|Boeing 787|INACTIVE
AY0221|AL0069|AY|Boeing 767|ACTIVE
AY0222|AL0069|AY|Boeing 707|ACTIVE
AY0223|AL0069|AY|Airbus A340|INACTIVE
AY0224|AL0069|AY|Airbus A318|INACTIVE
AY0225|AL0069|AY|Airbus A300|ACTIVE
AY0226|AL0069|AY|Airbus A318|INACTIVE
AY0227|AL0069|AY|Boeing 727|ACTIVE
AY0228|AL0069|AY|Boeing 707|ACTIVE
AY0229|AL0069|AY|Airbus A318|INACTIVE
AY0230|AL0069|AY|Boeing 717|INACTIVE
AY0231|AL0069|AY|Airbus A380|ACTIVE
AY0232|AL0069|AY|Boeing 777|ACTIVE
AY0233|AL0069|AY|Airbus A319|ACTIVE
AY0234|AL0069|AY|Airbus A330|ACTIVE
AY0235|AL0069|AY|Airbus A380|ACTIVE
FZ0000|AL0070|FZ|Airbus A330|ACTIVE
FZ0001|AL0070|FZ|Airbus A318|ACTIVE
FZ0002|AL0070|FZ|Boeing 767|INACTIVE
FZ0003|AL0070|FZ|Boeing 727|ACTIVE
FZ0004|AL0070|FZ|Airbus A318|INACTIVE
FZ0005|AL0070|FZ|Airbus A321|INACTIVE
FZ0006|AL0070|FZ|Airbus A330|ACTIVE
FZ0007|AL0070|FZ|Boeing 737|INACTIVE
FZ0008|AL0070|FZ|Boeing 757|ACTIVE
FZ0009|AL0070|FZ|Airbus A340|ACTIVE
FZ0010|AL0070|FZ|Boeing 707|INACTIVE
FZ0011|AL0070|FZ|Airbus A380|INACTIVE
FZ0012|AL0070|FZ|Boeing 777|ACTIVE
FZ0013|AL0070|FZ|Airbus A321|ACTIVE
FZ0014|AL0070|FZ|Boeing 777|INACTIVE
FZ0015|AL0070|FZ|Airbus A330|ACTIVE
FZ0016|AL0070|FZ|Boeing 717|ACTIVE
FZ0017|AL0070|FZ|Airbus A380|INACTIVE
FZ0018|AL0070|FZ|Airbus A340|ACTIVE
FZ0019|AL0070|FZ|Airbus A330|ACTIVE
FZ0020|AL0070|FZ|Boeing 767|ACTIVE
FZ0021|AL0070|FZ|Boeing 757|ACTIVE
FZ0022|AL0070|FZ|Airbus A319|ACTIVE
FZ0023|AL0070|FZ|Boeing 767|ACTIVE
FZ0024|AL0070|FZ|Airbus A310|ACTIVE
FZ0025|AL0070|FZ|Boeing 737|INACTIVE
FZ0026|AL0070|FZ|Airbus A340|INACTIVE
FZ0027|AL0070|FZ|Airbus A330|ACTIVE
FZ0028|AL0070|FZ|Airbus A320|INACTIVE
FZ0029|AL0070|FZ|Airbus A380|INACTIVE
FZ0030|AL0070|FZ|Airbus A350 XWB|ACTIVE
FZ0031|AL0070|FZ|Airbus A380|ACTIVE
FZ0032|AL0070|FZ|Boeing 707|ACTIVE
FZ0033|AL0070|FZ|Airbus A380|ACTIVE
FZ0034|AL0070|FZ|Airbus A380|INACTIVE
FZ0035|AL0070|FZ|Airbus A300|INACTIVE
FZ0036|AL0070|FZ|Airbus A350 XWB|ACTIVE
FZ0037|AL0070|FZ|Airbus A350 XWB|ACTIVE
FZ0038|AL0070|FZ|Boeing 737|INACTIVE
FZ0039|AL0070|FZ|Boeing 767|ACTIVE
FZ0040|AL0070|FZ|Airbus A330|ACTIVE
FZ0041|AL0070|FZ|Boeing 747|ACTIVE
FZ0042|AL0070|FZ|Boeing 727|ACTIVE
FZ0043|AL0070|FZ|Boeing 747|INACTIVE
FZ0044|AL0070|FZ|Airbus A340|INACTIVE
FZ0045|AL0070|FZ|Boeing 757|ACTIVE
FZ0046|AL0070|FZ|Airbus A340|ACTIVE
FZ0047|AL0070|FZ|Airbus A320|INACTIVE
FZ0048|AL0070|FZ|Airbus A320|ACTIVE
FZ0049|AL0070|FZ|Airbus A320|INACTIVE
FZ0050|AL0070|FZ|Airbus A318|INACTIVE
FZ0051|AL0070|FZ|Airbus A300|ACTIVE
FZ0052|AL0070|FZ|Airbus A318|ACTIVE
FZ0053|AL0070|FZ|Airbus A321|INACTIVE
FZ0054|AL0070|FZ|Airbus A340|ACTIVE
FZ0055|AL0070|FZ|Airbus A318|INACTIVE
FZ0056|AL0070|FZ|Airbus A380|INACTIVE
FZ0057|AL0070|FZ|Boeing 727|ACTIVE
FZ0058|AL0070|FZ|Boeing 767|INACTIVE
FZ0059|AL0070|FZ|Boeing 727|INACTIVE
FZ0060|AL0070|FZ|Boeing 787|ACTIVE
FZ0061|AL0070|FZ|Airbus A350 XWB|INACTIVE
FZ0062|AL0070|FZ|Boeing 747|ACTIVE
FZ0063|AL0070|FZ|Boeing 727|ACTIVE
FZ0064|AL0070|FZ|Boeing 727|ACTIVE
FZ0065|AL0070|FZ|Boeing 747|ACTIVE
FZ0066|AL0070|FZ|Boeing 767|ACTIVE
FZ0067|AL0070|FZ|Boeing 747|ACTIVE
FZ0068|AL0070|FZ|Airbus A321|INACTIVE
FZ0069|AL0070|FZ|Boeing 727|ACTIVE
FZ0070|AL0070|FZ|Boeing 737|INACTIVE
FZ0071|AL0070|FZ|Boeing 707|ACTIVE
FZ0072|AL0070|FZ|Boeing 727|ACTIVE
FZ0073|AL0070|FZ|Airbus A300|ACTIVE
FZ0074|AL0070|FZ|Boeing 757|ACTIVE
FZ0075|AL0070|FZ|Airbus A320|ACTIVE
FZ0076|AL0070|FZ|Airbus A319|INACTIVE
FZ0077|AL0070|FZ|Boeing 707|ACTIVE
FZ0078|AL0070|FZ|Airbus A320|ACTIVE
FZ0079|AL0070|FZ|Boeing 777|ACTIVE
FZ0080|AL0070|FZ|Boeing 717|INACTIVE
FZ0081|AL0070|FZ|Boeing 787|ACTIVE
FZ0082|AL0070|FZ|Boeing 717|INACTIVE
FZ0083|AL0070|FZ|Airbus A321|INACTIVE
FZ0084|AL0070|FZ|Boeing 777|ACTIVE
FZ0085|AL0070|FZ|Airbus A318|ACTIVE
FZ0086|AL0070|FZ|Boeing 727|INACTIVE
FZ0087|AL0070|FZ|Boeing 787|ACTIVE
FZ0088|AL0070|FZ|Airbus A350 XWB|INACTIVE
FZ0089|AL0070|FZ|Airbus A300|ACTIVE
FZ0090|AL0070|FZ|Airbus A330|ACTIVE
FZ0091|AL0070|FZ|Boeing 727|INACTIVE
FZ0092|AL0070|FZ|Airbus A330|INACTIVE
FZ0093|AL0070|FZ|Airbus A330|ACTIVE
FZ0094|AL0070|FZ|Boeing 707|ACTIVE
FZ0095|AL0070|FZ|Airbus A318|INACTIVE
FZ0096|AL0070|FZ|Boeing 717|ACTIVE
FZ0097|AL0070|FZ|Boeing 777|ACTIVE
FZ0098|AL0070|FZ|Airbus A319|ACTIVE
FZ0099|AL0070|FZ|Airbus A310|ACTIVE
FZ0100|AL0070|FZ|Boeing 767|ACTIVE
FZ0101|AL0070|FZ|Airbus A320|ACTIVE
FZ0102|AL0070|FZ|Airbus A340|ACTIVE
FZ0103|AL0070|FZ|Airbus A350 XWB|ACTIVE
FZ0104|AL0070|FZ|Boeing 737|INACTIVE
FZ0105|AL0070|FZ|Airbus A310|ACTIVE
FZ0106|AL0070|FZ|Boeing 777|ACTIVE
FZ0107|AL0070|FZ|Boeing 727|ACTIVE
FZ0108|AL0070|FZ|Airbus A340|ACTIVE
FZ0109|AL0070|FZ|Boeing 787|ACTIVE
FZ0110|AL0070|FZ|Boeing 767|INACTIVE
FZ0111|AL0070|FZ|Boeing 727|ACTIVE
FZ0112|AL0070|FZ|Airbus A319|ACTIVE
FZ0113|AL0070|FZ|Airbus A330|ACTIVE
FZ0114|AL0070|FZ|Boeing 727|ACTIVE
FZ0115|AL0070|FZ|Airbus A310|INACTIVE
FZ0116|AL0070|FZ|Boeing 777|INACTIVE
FZ0117|AL0070|FZ|Airbus A319|ACTIVE
FZ0118|AL0070|FZ|Airbus A340|ACTIVE
FZ0119|AL0070|FZ|Boeing 707|INACTIVE
FZ0120|AL0070|FZ|Airbus A318|ACTIVE
FZ0121|AL0070|FZ|Airbus A310|INACTIVE
FZ0122|AL0070|FZ|Boeing 707|ACTIVE
FZ0123|AL0070|FZ|Airbus A340|ACTIVE
FZ0124|AL0070|FZ|Boeing 757|ACTIVE
FZ0125|AL0070|FZ|Airbus A340|INACTIVE
FZ0126|AL0070|FZ|Boeing 747|ACTIVE
FZ0127|AL0070|FZ|Boeing 747|INACTIVE
FZ0128|AL0070|FZ|Airbus A321|ACTIVE
FZ0129|AL0070|FZ|Airbus A330|ACTIVE
FZ0130|AL0070|FZ|Airbus A318|INACTIVE
FZ0131|AL0070|FZ|Airbus A350 XWB|INACTIVE
FZ0132|AL0070|FZ|Airbus A330|ACTIVE
FZ0133|AL0070|FZ|Airbus A310|ACTIVE
FZ0134|AL0070|FZ|Airbus A340|ACTIVE
FZ0135|AL0070|FZ|Airbus A318|ACTIVE
FZ0136|AL0070|FZ|Boeing 777|INACTIVE
FZ0137|AL0070|FZ|Airbus A319|ACTIVE
FZ0138|AL0070|FZ|Boeing 767|ACTIVE
FZ0139|AL0070|FZ|Airbus A320|INACTIVE
FZ0140|AL0070|FZ|Airbus A321|ACTIVE
FZ0141|AL0070|FZ|Boeing 757|ACTIVE
FZ0142|AL0070|FZ|Airbus A321|ACTIVE
FZ0143|AL0070|FZ|Airbus A300|ACTIVE
FZ0144|AL0070|FZ|Boeing 757|ACTIVE
FZ0145|AL0070|FZ|Boeing 777|INACTIVE
FZ0146|AL0070|FZ|Boeing 757|ACTIVE
FZ0147|AL0070|FZ|Boeing 737|ACTIVE
FZ0148|AL0070|FZ|Boeing 707|INACTIVE
FZ0149|AL0070|FZ|Airbus A300|ACTIVE
FZ0150|AL0070|FZ|Airbus A340|ACTIVE
FZ0151|AL0070|FZ|Airbus A330|INACTIVE
FZ0152|AL0070|FZ|Airbus A310|INACTIVE
FZ0153|AL0070|FZ|Airbus A380|ACTIVE
FZ0154|AL0070|FZ|Boeing 757|INACTIVE
FZ0155|AL0070|FZ|Boeing 777|INACTIVE
FZ0156|AL0070|FZ|Airbus A300|ACTIVE
FZ0157|AL0070|FZ|Boeing 767|INACTIVE
FZ0158|AL0070|FZ|Airbus A330|ACTIVE
FZ0159|AL0070|FZ|Boeing 727|ACTIVE
FZ0160|AL0070|FZ|Boeing 787|INACTIVE
FZ0161|AL0070|FZ|Airbus A300|INACTIVE
FZ0162|AL0070|FZ|Airbus A300|ACTIVE
FZ0163|AL0070|FZ|Airbus A320|INACTIVE
FZ0164|AL0070|FZ|Airbus A330|INACTIVE
FZ0165|AL0070|FZ|Airbus A318|ACTIVE
FZ0166|AL0070|FZ|Boeing 757|ACTIVE
FZ0167|AL0070|FZ|Airbus A380|INACTIVE
FZ0168|AL0070|FZ|Boeing 747|ACTIVE
FZ0169|AL0070|FZ|Airbus A380|INACTIVE
FZ0170|AL0070|FZ|Boeing 767|ACTIVE
FZ0171|AL0070|FZ|Airbus A320|ACTIVE
FZ0172|AL0070|FZ|Boeing 757|INACTIVE
FZ0173|AL0070|FZ|Boeing 757|INACTIVE
FZ0174|AL0070|FZ|Airbus A319|ACTIVE
FZ0175|AL0070|FZ|Boeing 787|INACTIVE
FZ0176|AL0070|FZ|Airbus A380|INACTIVE
FZ0177|AL0070|FZ|Airbus A319|ACTIVE
FZ0178|AL0070|FZ|Boeing 717|ACTIVE
FZ0179|AL0070|FZ|Airbus A300|ACTIVE
FZ0180|AL0070|FZ|Airbus A319|ACTIVE
FZ0181|AL0070|FZ|Airbus A380|ACTIVE
FZ0182|AL0070|FZ|Airbus A320|ACTIVE
FZ0183|AL0070|FZ|Airbus A350 XWB|ACTIVE
FZ0184|AL0070|FZ|Airbus A330|INACTIVE
FZ0185|AL0070|FZ|Airbus A380|INACTIVE
FZ0186|AL0070|FZ|Boeing 757|ACTIVE
FZ0187|AL0070|FZ|Boeing 727|INACTIVE
FZ0188|AL0070|FZ|Airbus A319|INACTIVE
FZ0189|AL0070|FZ|Airbus A300|ACTIVE
FZ0190|AL0070|FZ|Airbus A380|INACTIVE
FZ0191|AL0070|FZ|Airbus A340|ACTIVE
FZ0192|AL0070|FZ|Boeing 777|ACTIVE
FZ0193|AL0070|FZ|Airbus A310|ACTIVE
FZ0194|AL0070|FZ|Airbus A310|INACTIVE
FZ0195|AL0070|FZ|Boeing 747|ACTIVE
FZ0196|AL0070|FZ|Boeing 707|ACTIVE
FZ0197|AL0070|FZ|Airbus A310|INACTIVE
FZ0198|AL0070|FZ|Boeing 737|ACTIVE
FZ0199|AL0070|FZ|Airbus A318|ACTIVE
FZ0200|AL0070|FZ|Boeing 727|INACTIVE
FZ0201|AL0070|FZ|Boeing 707|ACTIVE
FZ0202|AL0070|FZ|Airbus A340|INACTIVE
FZ0203|AL0070|FZ|Boeing 747|INACTIVE
FZ0204|AL0070|FZ|Boeing 717|ACTIVE
FZ0205|AL0070|FZ|Airbus A300|INACTIVE
FZ0206|AL0070|FZ|Airbus A321|ACTIVE
FZ0207|AL0070|FZ|Airbus A300|ACTIVE
FZ0208|AL0070|FZ|Boeing 747|INACTIVE
FZ0209|AL0070|FZ|Airbus A319|INACTIVE
FZ0210|AL0070|FZ|Airbus A321|ACTIVE
FZ0211|AL0070|FZ|Airbus A340|ACTIVE
FZ0212|AL0070|FZ|Airbus A350 XWB|INACTIVE
FZ0213|AL0070|FZ|Airbus A350 XWB|ACTIVE
FZ0214|AL0070|FZ|Airbus A320|INACTIVE
FZ0215|AL0070|FZ|Boeing 747|ACTIVE
FZ0216|AL0070|FZ|Boeing 787|ACTIVE
FZ0217|AL0070|FZ|Boeing 767|ACTIVE
FZ0218|AL0070|FZ|Airbus A320|ACTIVE
FZ0219|AL0070|FZ|Airbus A380|ACTIVE
FZ0220|AL0070|FZ|Airbus A321|INACTIVE
FZ0221|AL0070|FZ|Boeing 707|INACTIVE
FZ0222|AL0070|FZ|Boeing 707|ACTIVE
FZ0223|AL0070|FZ|Airbus A319|ACTIVE
FZ0224|AL0070|FZ|Boeing 787|ACTIVE
FZ0225|AL0070|FZ|Boeing 777|ACTIVE
FZ0226|AL0070|FZ|Boeing 757|INACTIVE
FZ0227|AL0070|FZ|Boeing 717|ACTIVE
FZ0228|AL0070|FZ|Airbus A300|ACTIVE
FZ0229|AL0070|FZ|Boeing 747|ACTIVE
FZ0230|AL0070|FZ|Airbus A330|INACTIVE
FZ0231|AL0070|FZ|Boeing 757|ACTIVE
GA0000|AL0071|GA|Airbus A350 XWB|ACTIVE
GA0001|AL0071|GA|Boeing 757|INACTIVE
GA0002|AL0071|GA|Airbus A340|INACTIVE
GA0003|AL0071|GA|Airbus A319|ACTIVE
GA0004|AL0071|GA|Airbus A319|ACTIVE
GA0005|AL0071|GA|Boeing 717|INACTIVE
GA0006|AL0071|GA|Boeing 777|ACTIVE
GA0007|AL0071|GA|Boeing 767|INACTIVE
GA0008|AL0071|GA|Airbus A321|INACTIVE
GA0009|AL0071|GA|Airbus A350 XWB|ACTIVE
GA0010|AL0071|GA|Airbus A320|ACTIVE
GA0011|AL0071|GA|Boeing 767|INACTIVE
GA0012|AL0071|GA|Boeing 707|ACTIVE
GA0013|AL0071|GA|Airbus A300|INACTIVE
GA0014|AL0071|GA|Airbus A330|ACTIVE
GA0015|AL0071|GA|Boeing 777|ACTIVE
GA0016|AL0071|GA|Boeing 727|INACTIVE
GA0017|AL0071|GA|Boeing 757|ACTIVE
GA0018|AL0071|GA|Airbus A350 XWB|ACTIVE
GA0019|AL0071|GA|Boeing 727|ACTIVE
GA0020|AL0071|GA|Airbus A340|INACTIVE
GA0021|AL0071|GA|Boeing 737|ACTIVE
GA0022|AL0071|GA|Airbus A330|ACTIVE
GA0023|AL0071|GA|Boeing 757|INACTIVE
GA0024|AL0071|GA|Boeing 727|ACTIVE
GA0025|AL0071|GA|Airbus A300|ACTIVE
GA0026|AL0071|GA|Boeing 777|INACTIVE
GA0027|AL0071|GA|Boeing 737|ACTIVE
GA0028|AL0071|GA|Airbus A330|ACTIVE
GA0029|AL0071|GA|Airbus A330|INACTIVE
GA0030|AL0071|GA|Airbus A350 XWB|ACTIVE
GA0031|AL0071|GA|Airbus A300|ACTIVE
GA0032|AL0071|GA|Boeing 777|INACTIVE
GA0033|AL0071|GA|Boeing 727|ACTIVE
GA0034|AL0071|GA|Airbus A310|INACTIVE
GA0035|AL0071|GA|Airbus A340|ACTIVE
GA0036|AL0071|GA|Boeing 767|ACTIVE
GA0037|AL0071|GA|Airbus A320|INACTIVE
GA0038|AL0071|GA|Boeing 717|INACTIVE
GA0039|AL0071|GA|Airbus A321|ACTIVE
GA0040|AL0071|GA|Boeing 707|INACTIVE
GA0041|AL0071|GA|Boeing 727|ACTIVE
GA0042|AL0071|GA|Airbus A340|ACTIVE
GA0043|AL0071|GA|Boeing 767|INACTIVE
GA0044|AL0071|GA|Airbus A319|ACTIVE
GA0045|AL0071|GA|Boeing 727|ACTIVE
GA0046|AL0071|GA|Boeing 767|ACTIVE
GA0047|AL0071|GA|Airbus A318|INACTIVE
GA0048|AL0071|GA|Boeing 707|ACTIVE
GA0049|AL0071|GA|Airbus A300|INACTIVE
GA0050|AL0071|GA|Boeing 777|ACTIVE
GA0051|AL0071|GA|Airbus A380|ACTIVE
GA0052|AL0071|GA|Boeing 717|ACTIVE
GA0053|AL0071|GA|Airbus A380|ACTIVE
GA0054|AL0071|GA|Boeing 707|ACTIVE
ST0000|AL0072|ST|Airbus A330|ACTIVE
ST0001|AL0072|ST|Boeing 717|ACTIVE
ST0002|AL0072|ST|Airbus A319|ACTIVE
ST0003|AL0072|ST|Airbus A330|ACTIVE
ST0004|AL0072|ST|Airbus A310|ACTIVE
ST0005|AL0072|ST|Airbus A380|INACTIVE
ST0006|AL0072|ST|Boeing 717|ACTIVE
ST0007|AL0072|ST|Airbus A310|ACTIVE
ST0008|AL0072|ST|Boeing 757|ACTIVE
ST0009|AL0072|ST|Airbus A380|ACTIVE
ST0010|AL0072|ST|Boeing 787|INACTIVE
ST0011|AL0072|ST|Airbus A320|ACTIVE
ST0012|AL0072|ST|Airbus A340|ACTIVE
ST0013|AL0072|ST|Boeing 787|ACTIVE
ST0014|AL0072|ST|Boeing 717|ACTIVE
ST0015|AL0072|ST|Boeing 727|ACTIVE
ST0016|AL0072|ST|Boeing 757|ACTIVE
ST0017|AL0072|ST|Airbus A350 XWB|ACTIVE
ST0018|AL0072|ST|Boeing 707|ACTIVE
ST0019|AL0072|ST|Boeing 727|ACTIVE
ST0020|AL0072|ST|Airbus A340|ACTIVE
ST0021|AL0072|ST|Airbus A340|ACTIVE
ST0022|AL0072|ST|Boeing 727|INACTIVE
ST0023|AL0072|ST|Airbus A330|ACTIVE
ST0024|AL0072|ST|Airbus A318|ACTIVE
ST0025|AL0072|ST|Airbus A319|ACTIVE
ST0026|AL0072|ST|Boeing 727|ACTIVE
ST0027|AL0072|ST|Boeing 767|ACTIVE
ST0028|AL0072|ST|Boeing 707|INACTIVE
