airlineId|aircraftId|model|status
AL0043|SN0201|AirBus A330neo|ACTIVE
AL0043|SN0264|Boeing 767|ACTIVE
AL0043|SN0000|Boeing 747|ACTIVE
AL0043|SN0020|AirBus A320|ACTIVE
AL0043|SN0138|AirBus A321XLR|ACTIVE
AL0043|SN0197|AirBus A220|ACTIVE
AL0043|SN0028|AirBus A380|ACTIVE
AL0043|SN0121|AirBus A330neo|ACTIVE
AL0043|SN0134|Boeing 707|ACTIVE
AL0043|SN0267|AirBus A330neo|ACTIVE
AL0043|SN0036|AirBus A340|ACTIVE
AL0043|SN0019|AirBus A330neo|ACTIVE
AL0043|SN0091|Boeing 767|ACTIVE
AL0043|SN0235|AirBus A320|ACTIVE
AL0043|SN0290|Boeing 737|ACTIVE
AL0043|SN0125|Boeing 727|ACTIVE
AL0043|SN0182|Boeing 777|ACTIVE
AL0043|SN0236|Boeing 707|ACTIVE
AL0043|SN0198|AirBus A310|ACTIVE
AL0043|SN0163|Boeing 707|ACTIVE
AL0043|SN0294|Boeing 717|ACTIVE
AL0043|SN0068|AirBus A319|ACTIVE
AL0043|SN0156|AirBus A310|ACTIVE
AL0043|SN0021|Boeing 707|ACTIVE
AL0043|SN0211|Boeing 727|ACTIVE
AL0043|SN0089|AirBus A340|ACTIVE
AL0043|SN0194|AirBus A310|ACTIVE
AL0043|SN0198|AirBus A330neo|ACTIVE
AL0043|SN0292|AirBus A320|ACTIVE
AL0043|SN0018|Boeing 747|ACTIVE
AL0043|SN0209|AirBus A340|ACTIVE
AL0043|SN0135|AirBus A319|ACTIVE
AL0043|SN0227|AirBus A220|ACTIVE
AL0043|SN0020|AirBus A330|ACTIVE
AL0043|SN0290|AirBus A340|ACTIVE
AL0043|SN0295|Boeing 747|ACTIVE
AL0043|SN0185|AirBus A330|ACTIVE
AL0043|SN0109|AirBus A319|ACTIVE
AL0043|SN0145|Boeing 787 Dreamliner|ACTIVE
AL0043|SN0260|AirBus A330|ACTIVE
AL0043|SN0216|AirBus A380|ACTIVE
AL0043|SN0078|Boeing 787 Dreamliner|ACTIVE
AL0043|SN0000|AirBus A319|ACTIVE
AL0043|SN0215|AirBus A319|ACTIVE
AL0044|KY0026|AirBus A320|ACTIVE
AL0044|KY0091|Boeing 727|ACTIVE
AL0044|KY0066|AirBus A350 XWB|ACTIVE
AL0044|KY0141|Boeing 787 Dreamliner|ACTIVE
AL0044|KY0269|AirBus A319|ACTIVE
AL0044|KY0205|Boeing 787 Dreamliner|ACTIVE
AL0044|KY0119|Boeing 777|ACTIVE
AL0044|KY0004|Boeing 787 Dreamliner|ACTIVE
AL0044|KY0135|AirBus A320|ACTIVE
AL0044|KY0189|Boeing 737|ACTIVE
AL0044|KY0000|AirBus A340|ACTIVE
AL0044|KY0096|AirBus A321XLR|ACTIVE
AL0044|KY0037|AirBus A330|ACTIVE
AL0044|KY0044|Boeing 777|ACTIVE
AL0044|KY0003|AirBus A350 XWB|ACTIVE
AL0044|KY0136|AirBus A321|ACTIVE
AL0044|KY0014|Boeing 777|ACTIVE
AL0044|KY0043|AirBus A380|ACTIVE
AL0044|KY0047|AirBus A350 XWB|ACTIVE
AL0044|KY0108|Boeing 717|ACTIVE
AL0044|KY0274|Boeing 747|ACTIVE
AL0044|KY0287|AirBus A330|ACTIVE
AL0044|KY0176|Boeing 747|ACTIVE
AL0044|KY0162|AirBus A380|ACTIVE
AL0044|KY0024|AirBus A330|ACTIVE
AL0044|KY0252|AirBus A350 XWB|ACTIVE
AL0044|KY0149|Boeing 737|ACTIVE
AL0044|KY0101|AirBus A330neo|ACTIVE
AL0044|KY0107|AirBus A319|ACTIVE
AL0044|KY0131|AirBus A321|ACTIVE
AL0044|KY0264|Boeing 737|ACTIVE
AL0044|KY0208|Boeing 777|ACTIVE
AL0044|KY0250|Boeing 777|ACTIVE
AL0044|KY0070|AirBus A330|ACTIVE
AL0044|KY0168|AirBus A380|ACTIVE
AL0044|KY0203|Boeing 727|ACTIVE
AL0044|KY0271|Boeing 787 Dreamliner|ACTIVE
AL0044|KY0281|AirBus A319|ACTIVE
AL0044|KY0006|AirBus A321XLR|ACTIVE
AL0044|KY0039|Boeing 717|ACTIVE
AL0044|KY0135|AirBus A340|ACTIVE
AL0044|KY0176|AirBus A319|ACTIVE
AL0044|KY0027|Boeing 747|ACTIVE
AL0044|KY0067|Boeing 727|ACTIVE
AL0044|KY0148|AirBus A350 XWB|ACTIVE
AL0044|KY0106|Boeing 727|ACTIVE
AL0044|KY0127|Boeing 757|ACTIVE
AL0044|KY0100|AirBus A321XLR|ACTIVE
AL0044|KY0195|Boeing 767|ACTIVE
AL0044|KY0215|AirBus A320|ACTIVE
AL0044|KY0298|Boeing 787 Dreamliner|ACTIVE
AL0044|KY0086|AirBus A340|ACTIVE
AL0044|KY0100|AirBus A340|ACTIVE
AL0044|KY0204|AirBus A330neo|ACTIVE
AL0044|KY0127|AirBus A321XLR|ACTIVE
AL0044|KY0120|AirBus A320|ACTIVE
AL0044|KY0096|Boeing 717|ACTIVE
AL0044|KY0137|AirBus A310|ACTIVE
AL0044|KY0180|AirBus A220|ACTIVE
AL0044|KY0176|AirBus A350 XWB|ACTIVE
AL0044|KY0247|Boeing 737|ACTIVE
AL0044|KY0157|AirBus A330neo|ACTIVE
AL0044|KY0255|AirBus A321XLR|ACTIVE
AL0044|KY0218|Boeing 737|ACTIVE
AL0044|KY0117|AirBus A330neo|ACTIVE
AL0044|KY0044|Boeing 757|ACTIVE
AL0044|KY0277|AirBus A310|ACTIVE
AL0044|KY0123|Boeing 767|ACTIVE
AL0044|KY0112|AirBus A380|ACTIVE
AL0044|KY0044|AirBus A330|ACTIVE
AL0044|KY0288|AirBus A319|ACTIVE
AL0044|KY0127|Boeing 777|ACTIVE
AL0044|KY0058|AirBus A310|ACTIVE
AL0044|KY0008|Boeing 727|ACTIVE
AL0044|KY0244|Boeing 777|ACTIVE
AL0044|KY0227|Boeing 737|ACTIVE
AL0044|KY0162|Boeing 777|ACTIVE
AL0044|KY0015|Boeing 717|ACTIVE
AL0044|KY0158|AirBus A321|ACTIVE
AL0044|KY0009|Boeing 727|ACTIVE
AL0044|KY0283|AirBus A380|ACTIVE
AL0044|KY0051|AirBus A320|ACTIVE
AL0044|KY0125|AirBus A330|ACTIVE
AL0044|KY0063|Boeing 787 Dreamliner|ACTIVE
AL0044|KY0014|AirBus A340|ACTIVE
AL0044|KY0236|AirBus A321|ACTIVE
AL0044|KY0160|AirBus A330neo|ACTIVE
AL0044|KY0233|Boeing 737|ACTIVE
AL0044|KY0058|Boeing 787 Dreamliner|ACTIVE
AL0044|KY0102|Boeing 777|ACTIVE
AL0044|KY0128|AirBus A319|ACTIVE
AL0044|KY0014|Boeing 747|ACTIVE
AL0044|KY0167|AirBus A340|ACTIVE
AL0044|KY0043|AirBus A320|ACTIVE
AL0044|KY0027|Boeing 717|ACTIVE
AL0044|KY0109|AirBus A380|ACTIVE
AL0044|KY0283|AirBus A340|ACTIVE
AL0044|KY0058|Boeing 717|ACTIVE
AL0044|KY0194|Boeing 707|ACTIVE
AL0044|KY0231|Boeing 727|ACTIVE
AL0044|KY0213|Boeing 757|ACTIVE
AL0044|KY0287|AirBus A330|ACTIVE
AL0044|KY0250|AirBus A310|ACTIVE
AL0044|KY0188|Boeing 757|ACTIVE
AL0044|KY0207|AirBus A220|ACTIVE
AL0044|KY0064|AirBus A380|ACTIVE
AL0044|KY0215|AirBus A330neo|ACTIVE
AL0044|KY0282|AirBus A350 XWB|ACTIVE
AL0044|KY0178|AirBus A319|ACTIVE
AL0044|KY0221|Boeing 717|ACTIVE
AL0044|KY0236|Boeing 757|ACTIVE
AL0044|KY0247|Boeing 787 Dreamliner|ACTIVE
AL0044|KY0251|AirBus A330neo|ACTIVE
AL0044|KY0275|Boeing 727|ACTIVE
AL0044|KY0207|Boeing 707|ACTIVE
AL0044|KY0126|AirBus A220|ACTIVE
AL0044|KY0069|Boeing 727|ACTIVE
AL0044|KY0149|AirBus A350 XWB|ACTIVE
AL0044|KY0169|AirBus A380|ACTIVE
AL0044|KY0033|AirBus A330|ACTIVE
AL0044|KY0106|AirBus A350 XWB|ACTIVE
AL0044|KY0153|AirBus A350 XWB|ACTIVE
AL0044|KY0004|Boeing 737|ACTIVE
AL0044|KY0136|Boeing 787 Dreamliner|ACTIVE
AL0044|KY0026|AirBus A321|ACTIVE
AL0044|KY0183|AirBus A220|ACTIVE
AL0044|KY0268|AirBus A330|ACTIVE
AL0044|KY0180|AirBus A320|ACTIVE
AL0044|KY0112|AirBus A380|ACTIVE
AL0044|KY0126|Boeing 727|ACTIVE
AL0045|5J0058|AirBus A321|ACTIVE
AL0045|5J0185|Boeing 777|ACTIVE
AL0045|5J0038|AirBus A320|ACTIVE
AL0045|5J0275|Boeing 737|ACTIVE
AL0045|5J0188|Boeing 747|ACTIVE
AL0045|5J0154|Boeing 767|ACTIVE
AL0045|5J0040|AirBus A310|ACTIVE
AL0045|5J0293|AirBus A220|ACTIVE
AL0045|5J0094|AirBus A330|ACTIVE
AL0045|5J0290|AirBus A220|ACTIVE
AL0045|5J0091|Boeing 727|ACTIVE
AL0045|5J0222|Boeing 747|ACTIVE
AL0045|5J0150|AirBus A350 XWB|ACTIVE
AL0045|5J0195|AirBus A380|ACTIVE
AL0045|5J0097|AirBus A340|ACTIVE
AL0045|5J0135|AirBus A321XLR|ACTIVE
AL0045|5J0298|Boeing 767|ACTIVE
AL0045|5J0222|Boeing 787 Dreamliner|ACTIVE
AL0045|5J0111|AirBus A310|ACTIVE
AL0045|5J0097|AirBus A319|ACTIVE
AL0045|5J0057|Boeing 717|ACTIVE
AL0045|5J0114|AirBus A340|ACTIVE
AL0045|5J0196|Boeing 787 Dreamliner|ACTIVE
AL0045|5J0084|AirBus A340|ACTIVE
AL0045|5J0038|AirBus A350 XWB|ACTIVE
AL0045|5J0134|Boeing 747|ACTIVE
AL0045|5J0094|AirBus A321XLR|ACTIVE
AL0045|5J0125|AirBus A220|ACTIVE
AL0045|5J0276|Boeing 747|ACTIVE
AL0045|5J0169|AirBus A330neo|ACTIVE
AL0045|5J0296|AirBus A319|ACTIVE
AL0045|5J0294|AirBus A320|ACTIVE
AL0045|5J0179|AirBus A340|ACTIVE
AL0045|5J0134|Boeing 747|ACTIVE
AL0045|5J0063|Boeing 777|ACTIVE
AL0045|5J0268|AirBus A319|ACTIVE
AL0045|5J0254|Boeing 707|ACTIVE
AL0045|5J0274|Boeing 767|ACTIVE
AL0045|5J0282|AirBus A220|ACTIVE
AL0045|5J0155|Boeing 747|ACTIVE
AL0045|5J0064|AirBus A310|ACTIVE
AL0045|5J0295|AirBus A350 XWB|ACTIVE
AL0045|5J0081|AirBus A340|ACTIVE
AL0045|5J0195|AirBus A220|ACTIVE
AL0045|5J0020|AirBus A330|ACTIVE
AL0045|5J0065|Boeing 767|ACTIVE
AL0045|5J0230|Boeing 787 Dreamliner|ACTIVE
AL0045|5J0023|Boeing 757|ACTIVE
AL0045|5J0221|AirBus A310|ACTIVE
AL0045|5J0206|AirBus A330|ACTIVE
AL0045|5J0061|Boeing 717|ACTIVE
AL0045|5J0211|Boeing 757|ACTIVE
AL0045|5J0129|AirBus A330neo|ACTIVE
AL0045|5J0011|Boeing 727|ACTIVE
AL0045|5J0036|Boeing 777|ACTIVE
AL0045|5J0014|AirBus A321XLR|ACTIVE
AL0045|5J0214|AirBus A321|ACTIVE
AL0045|5J0250|AirBus A330neo|ACTIVE
AL0045|5J0062|AirBus A320|ACTIVE
AL0045|5J0290|Boeing 727|ACTIVE
AL0045|5J0073|AirBus A320|ACTIVE
AL0045|5J0036|AirBus A310|ACTIVE
AL0045|5J0156|AirBus A340|ACTIVE
AL0045|5J0094|AirBus A340|ACTIVE
AL0045|5J0118|AirBus A330|ACTIVE
AL0045|5J0271|AirBus A319|ACTIVE
AL0045|5J0038|AirBus A320|ACTIVE
AL0045|5J0088|AirBus A321XLR|ACTIVE
AL0045|5J0106|Boeing 787 Dreamliner|ACTIVE
AL0045|5J0077|AirBus A320|ACTIVE
AL0045|5J0093|Boeing 777|ACTIVE
AL0045|5J0209|AirBus A330neo|ACTIVE
AL0045|5J0198|Boeing 767|ACTIVE
AL0045|5J0083|Boeing 747|ACTIVE
AL0045|5J0027|Boeing 727|ACTIVE
AL0045|5J0251|Boeing 757|ACTIVE
AL0045|5J0163|AirBus A330neo|ACTIVE
AL0045|5J0192|Boeing 767|ACTIVE
AL0045|5J0010|Boeing 707|ACTIVE
AL0045|5J0201|Boeing 737|ACTIVE
AL0045|5J0237|Boeing 767|ACTIVE
AL0045|5J0229|AirBus A220|ACTIVE
AL0045|5J0264|Boeing 747|ACTIVE
AL0045|5J0281|Boeing 717|ACTIVE
AL0045|5J0283|AirBus A320|ACTIVE
AL0045|5J0047|AirBus A330neo|ACTIVE
AL0045|5J0006|Boeing 737|ACTIVE
AL0045|5J0049|AirBus A330|ACTIVE
AL0045|5J0004|Boeing 767|ACTIVE
AL0045|5J0047|AirBus A321XLR|ACTIVE
AL0045|5J0002|AirBus A330|ACTIVE
AL0045|5J0240|Boeing 727|ACTIVE
AL0045|5J0099|Boeing 737|ACTIVE
AL0045|5J0018|AirBus A220|ACTIVE
AL0045|5J0220|AirBus A340|ACTIVE
AL0045|5J0030|AirBus A320|ACTIVE
AL0045|5J0217|AirBus A220|ACTIVE
AL0045|5J0273|Boeing 727|ACTIVE
AL0045|5J0063|Boeing 737|ACTIVE
AL0045|5J0285|AirBus A380|ACTIVE
AL0045|5J0292|Boeing 707|ACTIVE
AL0045|5J0280|AirBus A321|ACTIVE
AL0045|5J0291|AirBus A330|ACTIVE
AL0045|5J0149|Boeing 777|ACTIVE
AL0045|5J0112|Boeing 717|ACTIVE
AL0045|5J0270|Boeing 767|ACTIVE
AL0045|5J0173|Boeing 757|ACTIVE
AL0045|5J0046|AirBus A380|ACTIVE
AL0045|5J0008|AirBus A321|ACTIVE
AL0045|5J0093|AirBus A321XLR|ACTIVE
AL0045|5J0241|AirBus A321XLR|ACTIVE
AL0045|5J0173|Boeing 727|ACTIVE
AL0045|5J0061|AirBus A330|ACTIVE
AL0045|5J0248|AirBus A380|ACTIVE
AL0045|5J0137|AirBus A319|ACTIVE
AL0045|5J0046|Boeing 707|ACTIVE
AL0045|5J0245|AirBus A220|ACTIVE
AL0045|5J0201|AirBus A321|ACTIVE
AL0045|5J0136|AirBus A320|ACTIVE
AL0045|5J0276|AirBus A320|ACTIVE
AL0045|5J0067|AirBus A321XLR|ACTIVE
AL0045|5J0283|AirBus A340|ACTIVE
AL0045|5J0255|AirBus A321|ACTIVE
AL0045|5J0157|AirBus A380|ACTIVE
AL0045|5J0085|AirBus A310|ACTIVE
AL0045|5J0156|AirBus A319|ACTIVE
AL0045|5J0249|AirBus A340|ACTIVE
AL0045|5J0095|Boeing 707|ACTIVE
AL0045|5J0200|Boeing 707|ACTIVE
AL0045|5J0107|Boeing 787 Dreamliner|ACTIVE
AL0046|ZY0293|AirBus A350 XWB|ACTIVE
AL0046|ZY0176|Boeing 757|ACTIVE
AL0046|ZY0216|AirBus A380|ACTIVE
AL0046|ZY0166|Boeing 777|ACTIVE
AL0046|ZY0023|Boeing 737|ACTIVE
AL0046|ZY0159|AirBus A330neo|ACTIVE
AL0046|ZY0291|AirBus A340|ACTIVE
AL0046|ZY0195|AirBus A320|ACTIVE
AL0046|ZY0106|AirBus A321XLR|ACTIVE
AL0046|ZY0224|Boeing 767|ACTIVE
AL0046|ZY0225|Boeing 737|ACTIVE
AL0046|ZY0012|Boeing 707|ACTIVE
AL0046|ZY0126|Boeing 747|ACTIVE
AL0046|ZY0100|Boeing 767|ACTIVE
AL0046|ZY0019|AirBus A310|ACTIVE
AL0046|ZY0207|Boeing 777|ACTIVE
AL0046|ZY0017|AirBus A350 XWB|ACTIVE
AL0046|ZY0188|AirBus A321XLR|ACTIVE
AL0046|ZY0031|Boeing 777|ACTIVE
AL0046|ZY0101|AirBus A320|ACTIVE
AL0046|ZY0049|Boeing 787 Dreamliner|ACTIVE
AL0046|ZY0190|Boeing 777|ACTIVE
AL0046|ZY0131|AirBus A320|ACTIVE
AL0046|ZY0074|Boeing 717|ACTIVE
AL0046|ZY0048|AirBus A340|ACTIVE
AL0046|ZY0083|Boeing 727|ACTIVE
AL0046|ZY0113|AirBus A321XLR|ACTIVE
AL0046|ZY0212|Boeing 757|ACTIVE
AL0046|ZY0200|Boeing 767|ACTIVE
AL0046|ZY0059|AirBus A310|ACTIVE
AL0046|ZY0184|AirBus A350 XWB|ACTIVE
AL0046|ZY0198|AirBus A320|ACTIVE
AL0046|ZY0176|Boeing 767|ACTIVE
AL0046|ZY0103|AirBus A319|ACTIVE
AL0046|ZY0289|AirBus A321XLR|ACTIVE
AL0046|ZY0183|AirBus A330neo|ACTIVE
AL0046|ZY0117|AirBus A321XLR|ACTIVE
AL0046|ZY0140|AirBus A380|ACTIVE
AL0046|ZY0213|Boeing 727|ACTIVE
AL0046|ZY0029|Boeing 777|ACTIVE
AL0046|ZY0283|AirBus A330neo|ACTIVE
AL0046|ZY0039|Boeing 757|ACTIVE
AL0046|ZY0259|Boeing 787 Dreamliner|ACTIVE
AL0046|ZY0151|AirBus A350 XWB|ACTIVE
AL0046|ZY0109|AirBus A380|ACTIVE
AL0046|ZY0138|AirBus A340|ACTIVE
AL0046|ZY0218|Boeing 777|ACTIVE
AL0046|ZY0018|AirBus A340|ACTIVE
AL0046|ZY0211|Boeing 787 Dreamliner|ACTIVE
AL0046|ZY0109|Boeing 717|ACTIVE
AL0046|ZY0187|AirBus A321|ACTIVE
AL0046|ZY0086|AirBus A321|ACTIVE
AL0046|ZY0021|AirBus A319|ACTIVE
AL0046|ZY0106|AirBus A340|ACTIVE
AL0046|ZY0161|Boeing 737|ACTIVE
AL0046|ZY0068|AirBus A340|ACTIVE
AL0046|ZY0050|Boeing 767|ACTIVE
AL0046|ZY0182|Boeing 757|ACTIVE
AL0046|ZY0251|Boeing 747|ACTIVE
AL0046|ZY0070|Boeing 707|ACTIVE
AL0046|ZY0100|AirBus A319|ACTIVE
AL0046|ZY0218|AirBus A330|ACTIVE
AL0046|ZY0029|Boeing 777|ACTIVE
AL0046|ZY0191|AirBus A321XLR|ACTIVE
AL0046|ZY0040|Boeing 787 Dreamliner|ACTIVE
AL0046|ZY0013|Boeing 727|ACTIVE
AL0046|ZY0218|Boeing 707|ACTIVE
AL0046|ZY0214|AirBus A321|ACTIVE
AL0046|ZY0163|Boeing 707|ACTIVE
AL0046|ZY0028|AirBus A330neo|ACTIVE
AL0046|ZY0057|AirBus A310|ACTIVE
AL0046|ZY0165|AirBus A380|ACTIVE
AL0046|ZY0086|Boeing 777|ACTIVE
AL0046|ZY0261|AirBus A350 XWB|ACTIVE
AL0046|ZY0199|AirBus A220|ACTIVE
AL0046|ZY0088|Boeing 787 Dreamliner|ACTIVE
AL0046|ZY0286|AirBus A350 XWB|ACTIVE
AL0046|ZY0142|AirBus A330|ACTIVE
AL0046|ZY0258|Boeing 737|ACTIVE
AL0046|ZY0239|Boeing 747|ACTIVE
AL0046|ZY0088|Boeing 737|ACTIVE
AL0046|ZY0088|AirBus A380|ACTIVE
AL0046|ZY0291|Boeing 757|ACTIVE
AL0046|ZY0132|Boeing 707|ACTIVE
AL0046|ZY0276|Boeing 787 Dreamliner|ACTIVE
AL0046|ZY0200|Boeing 717|ACTIVE
AL0046|ZY0122|Boeing 707|ACTIVE
AL0046|ZY0195|AirBus A321XLR|ACTIVE
AL0046|ZY0065|Boeing 747|ACTIVE
AL0046|ZY0048|Boeing 747|ACTIVE
AL0046|ZY0125|Boeing 757|ACTIVE
AL0046|ZY0155|AirBus A321|ACTIVE
AL0046|ZY0111|Boeing 737|ACTIVE
AL0046|ZY0073|AirBus A319|ACTIVE
AL0046|ZY0265|Boeing 787 Dreamliner|ACTIVE
AL0046|ZY0284|Boeing 707|ACTIVE
AL0046|ZY0050|AirBus A350 XWB|ACTIVE
AL0046|ZY0194|AirBus A350 XWB|ACTIVE
AL0046|ZY0244|Boeing 747|ACTIVE
AL0046|ZY0214|AirBus A380|ACTIVE
AL0046|ZY0099|Boeing 767|ACTIVE
AL0046|ZY0072|AirBus A321XLR|ACTIVE
AL0046|ZY0227|Boeing 777|ACTIVE
AL0046|ZY0230|Boeing 757|ACTIVE
AL0046|ZY0036|AirBus A330neo|ACTIVE
AL0046|ZY0243|AirBus A380|ACTIVE
AL0046|ZY0291|AirBus A321|ACTIVE
AL0046|ZY0006|Boeing 727|ACTIVE
AL0046|ZY0187|Boeing 707|ACTIVE
AL0046|ZY0174|AirBus A320|ACTIVE
AL0046|ZY0228|AirBus A350 XWB|ACTIVE
AL0046|ZY0287|Boeing 717|ACTIVE
AL0046|ZY0091|Boeing 727|ACTIVE
AL0046|ZY0211|Boeing 707|ACTIVE
AL0046|ZY0152|AirBus A380|ACTIVE
AL0046|ZY0024|Boeing 767|ACTIVE
AL0046|ZY0211|Boeing 777|ACTIVE
AL0046|ZY0256|AirBus A319|ACTIVE
AL0046|ZY0171|Boeing 767|ACTIVE
AL0046|ZY0073|Boeing 727|ACTIVE
AL0046|ZY0020|AirBus A321|ACTIVE
AL0046|ZY0025|AirBus A330|ACTIVE
AL0046|ZY0049|AirBus A380|ACTIVE
AL0046|ZY0264|Boeing 767|ACTIVE
AL0046|ZY0132|AirBus A330|ACTIVE
AL0046|ZY0273|Boeing 727|ACTIVE
AL0046|ZY0193|Boeing 767|ACTIVE
AL0046|ZY0152|AirBus A310|ACTIVE
AL0046|ZY0187|Boeing 767|ACTIVE
AL0046|ZY0241|AirBus A220|ACTIVE
AL0047|EU0221|Boeing 747|ACTIVE
AL0047|EU0028|Boeing 727|ACTIVE
AL0047|EU0165|AirBus A350 XWB|ACTIVE
AL0047|EU0237|Boeing 717|ACTIVE
AL0047|EU0269|AirBus A340|ACTIVE
AL0047|EU0213|Boeing 707|ACTIVE
AL0047|EU0107|Boeing 747|ACTIVE
AL0047|EU0280|Boeing 717|ACTIVE
AL0047|EU0139|AirBus A380|ACTIVE
AL0047|EU0072|AirBus A310|ACTIVE
AL0047|EU0188|AirBus A330|ACTIVE
AL0047|EU0045|AirBus A340|ACTIVE
AL0047|EU0097|AirBus A330|ACTIVE
AL0047|EU0116|AirBus A310|ACTIVE
AL0047|EU0077|Boeing 707|ACTIVE
AL0047|EU0266|Boeing 727|ACTIVE
AL0047|EU0197|Boeing 727|ACTIVE
AL0047|EU0165|AirBus A330|ACTIVE
AL0047|EU0012|Boeing 777|ACTIVE
AL0047|EU0142|Boeing 747|ACTIVE
AL0047|EU0082|Boeing 757|ACTIVE
AL0047|EU0019|Boeing 717|ACTIVE
AL0047|EU0252|Boeing 717|ACTIVE
AL0047|EU0293|AirBus A321|ACTIVE
AL0047|EU0126|AirBus A380|ACTIVE
AL0047|EU0129|AirBus A330neo|ACTIVE
AL0047|EU0181|Boeing 777|ACTIVE
AL0047|EU0281|Boeing 727|ACTIVE
AL0047|EU0005|AirBus A350 XWB|ACTIVE
AL0047|EU0092|Boeing 777|ACTIVE
AL0047|EU0203|AirBus A321XLR|ACTIVE
AL0047|EU0109|AirBus A310|ACTIVE
AL0047|EU0131|AirBus A320|ACTIVE
AL0047|EU0075|AirBus A340|ACTIVE
AL0047|EU0291|AirBus A321XLR|ACTIVE
AL0047|EU0111|AirBus A350 XWB|ACTIVE
AL0047|EU0242|AirBus A330neo|ACTIVE
AL0047|EU0278|AirBus A321|ACTIVE
AL0047|EU0253|AirBus A320|ACTIVE
AL0047|EU0248|Boeing 767|ACTIVE
AL0047|EU0117|AirBus A320|ACTIVE
AL0047|EU0180|AirBus A350 XWB|ACTIVE
AL0047|EU0086|AirBus A330neo|ACTIVE
AL0047|EU0227|Boeing 767|ACTIVE
AL0047|EU0079|Boeing 767|ACTIVE
AL0047|EU0027|AirBus A380|ACTIVE
AL0047|EU0158|Boeing 767|ACTIVE
AL0047|EU0087|AirBus A319|ACTIVE
AL0047|EU0085|Boeing 757|ACTIVE
AL0047|EU0226|AirBus A330neo|ACTIVE
AL0047|EU0292|Boeing 767|ACTIVE
AL0047|EU0075|Boeing 727|ACTIVE
AL0047|EU0140|Boeing 707|ACTIVE
AL0047|EU0072|Boeing 747|ACTIVE
AL0047|EU0264|Boeing 757|ACTIVE
AL0047|EU0083|AirBus A340|ACTIVE
AL0047|EU0141|AirBus A320|ACTIVE
AL0047|EU0209|AirBus A330|ACTIVE
AL0047|EU0297|AirBus A321XLR|ACTIVE
AL0047|EU0238|Boeing 737|ACTIVE
AL0047|EU0227|AirBus A320|ACTIVE
AL0047|EU0030|Boeing 767|ACTIVE
AL0047|EU0033|Boeing 757|ACTIVE
AL0047|EU0199|AirBus A350 XWB|ACTIVE
AL0047|EU0265|AirBus A321XLR|ACTIVE
AL0047|EU0046|AirBus A380|ACTIVE
AL0047|EU0291|Boeing 727|ACTIVE
AL0047|EU0241|Boeing 707|ACTIVE
AL0047|EU0098|AirBus A340|ACTIVE
AL0047|EU0268|Boeing 787 Dreamliner|ACTIVE
AL0047|EU0046|Boeing 747|ACTIVE
AL0047|EU0145|Boeing 707|ACTIVE
AL0047|EU0249|Boeing 707|ACTIVE
AL0047|EU0010|AirBus A330neo|ACTIVE
AL0047|EU0167|Boeing 757|ACTIVE
AL0047|EU0055|AirBus A330neo|ACTIVE
AL0047|EU0012|AirBus A220|ACTIVE
AL0047|EU0171|Boeing 777|ACTIVE
AL0047|EU0041|AirBus A321XLR|ACTIVE
AL0047|EU0120|AirBus A310|ACTIVE
AL0047|EU0132|Boeing 787 Dreamliner|ACTIVE
AL0047|EU0163|AirBus A330neo|ACTIVE
AL0047|EU0015|Boeing 787 Dreamliner|ACTIVE
AL0047|EU0120|Boeing 707|ACTIVE
AL0047|EU0246|AirBus A321XLR|ACTIVE
AL0047|EU0208|Boeing 787 Dreamliner|ACTIVE
AL0047|EU0067|AirBus A330|ACTIVE
AL0047|EU0235|AirBus A380|ACTIVE
AL0047|EU0271|AirBus A319|ACTIVE
AL0047|EU0235|Boeing 737|ACTIVE
AL0047|EU0119|AirBus A350 XWB|ACTIVE
AL0047|EU0275|AirBus A320|ACTIVE
AL0047|EU0237|Boeing 757|ACTIVE
AL0047|EU0165|AirBus A330|ACTIVE
AL0047|EU0291|Boeing 717|ACTIVE
AL0047|EU0243|AirBus A320|ACTIVE
AL0047|EU0194|AirBus A319|ACTIVE
AL0047|EU0141|Boeing 787 Dreamliner|ACTIVE
AL0047|EU0219|AirBus A220|ACTIVE
AL0047|EU0277|AirBus A310|ACTIVE
AL0047|EU0043|AirBus A350 XWB|ACTIVE
AL0047|EU0287|Boeing 737|ACTIVE
AL0047|EU0001|AirBus A319|ACTIVE
AL0047|EU0073|Boeing 777|ACTIVE
AL0047|EU0112|Boeing 737|ACTIVE
AL0047|EU0247|Boeing 757|ACTIVE
AL0047|EU0171|AirBus A220|ACTIVE
AL0047|EU0092|AirBus A321|ACTIVE
AL0047|EU0000|AirBus A220|ACTIVE
AL0047|EU0147|AirBus A330neo|ACTIVE
AL0047|EU0109|AirBus A380|ACTIVE
AL0047|EU0200|Boeing 747|ACTIVE
AL0047|EU0147|Boeing 747|ACTIVE
AL0047|EU0269|AirBus A350 XWB|ACTIVE
AL0047|EU0043|AirBus A340|ACTIVE
AL0047|EU0111|AirBus A330|ACTIVE
AL0047|EU0233|AirBus A321|ACTIVE
AL0047|EU0030|AirBus A320|ACTIVE
AL0047|EU0248|Boeing 737|ACTIVE
AL0047|EU0189|Boeing 717|ACTIVE
AL0047|EU0060|AirBus A340|ACTIVE
AL0047|EU0210|AirBus A350 XWB|ACTIVE
AL0047|EU0047|AirBus A330|ACTIVE
